(-7.37491e-05,1.0177e-05)
(0,0)
(-7.15682e-05,-0.000115544)
(0,0)
(1.97231e-05,-3.66474e-05)
(0,0)
(9.01355e-05,9.65037e-05)
(0,0)
(3.72073e-06,3.29083e-05)
(0,0)
(-2.39636e-05,-8.19299e-05)
(0,0)
(-0.000117188,-3.45644e-05)
(0,0)
(-5.77202e-05,-1.76026e-05)
(0,0)
(-3.82948e-05,-5.67257e-05)
(0,0)
(4.17187e-05,7.793e-06)
(0,0)
(-8.83338e-05,2.41162e-05)
(0,0)
(-1.01531e-06,6.98029e-05)
(0,0)
(-6.26835e-05,0.000142959)
(0,0)
(-1.9852e-05,-6.83137e-05)
(0,0)
(-4.11702e-05,-8.77117e-05)
(0,0)
(-0.000102172,3.49674e-06)
(0,0)
(-0.000132986,1.66999e-05)
(0,0)
(-0.000117666,-5.2263e-05)
(0,0)
(-0.000150476,2.9902e-05)
(0,0)
(-4.41435e-05,5.93738e-05)
(0,0)
(-5.56984e-05,2.28934e-05)
(0,0)
(-4.04061e-05,5.17401e-05)
(0,0)
(-0.000143662,4.40773e-05)
(0,0)
(-0.000117464,9.61507e-05)
(0,0)
(5.82296e-05,-5.31186e-05)
(0,0)
(-6.13409e-05,-8.92664e-06)
(0,0)
(-8.07272e-05,2.47262e-05)
(0,0)
(4.04162e-06,-0.00022714)
(0,0)
(0.000170545,-0.000148969)
(0,0)
(0.000150119,-6.88152e-05)
(0,0)
(-1.62365e-05,0.000115909)
(0,0)
(4.79417e-05,-0.000136733)
(0,0)
(-8.9988e-05,-0.000141816)
(0,0)
(-0.000115857,2.46918e-05)
(0,0)
(-1.93508e-06,9.52565e-05)
(0,0)
(0.000114329,7.15502e-05)
(0,0)
(5.18472e-05,4.85835e-05)
(0,0)
(9.45493e-05,-6.99352e-05)
(0,0)
(-0.000129823,-0.000201757)
(0,0)
(-7.52137e-05,8.53167e-05)
(0,0)
(-5.06915e-05,8.85311e-06)
(0,0)
(0.000195941,0.000253341)
(0,0)
(-0.000180787,-2.37188e-05)
(0,0)
(-9.92647e-05,-9.64542e-05)
(0,0)
(9.41731e-06,-3.38296e-05)
(0,0)
(-8e-05,2e-05)
(0,0)
(-4.54233e-05,-9.9064e-05)
(0,0)
(5.69388e-06,0.0001111)
(0,0)
(7.56903e-06,-3.65578e-05)
(0,0)
(-9.92921e-05,-0.000100487)
(0,0)
(6.12231e-05,7.64199e-05)
(0,0)
(3.57231e-05,-3.55118e-05)
(0,0)
(4.02633e-05,-8.45722e-05)
(0,0)
(0.000111667,2.45049e-05)
(0,0)
(4.58566e-05,-0.000153796)
(0,0)
(7.1429e-05,5.39214e-05)
(0,0)
(-7.30834e-05,-0.000152096)
(0,0)
(5.53001e-05,9.65452e-05)
(0,0)
(0.000136192,-1.59947e-05)
(0,0)
(-7.73722e-05,-3.30165e-06)
(0,0)
(0.000145979,1.40808e-05)
(0,0)
(-0.000193164,6.64921e-05)
(0,0)
(4.92623e-05,-5.85213e-05)
(0,0)
(-1.34122e-05,1.87742e-05)
(0,0)
(1.33573e-06,-4.38709e-05)
(0,0)
(-6.59585e-05,0.000192325)
(0,0)
(1.39288e-05,2.90259e-05)
(0,0)
(0.000208935,-2.71e-05)
(0,0)
(-2.29422e-05,5.07333e-05)
(0,0)
(5.29584e-05,7.45097e-05)
(0,0)
(-8.8886e-05,0.000137411)
(0,0)
(9.92252e-05,-5.05151e-05)
(0,0)
(0.000126601,0.00020685)
(0,0)
(-6.16449e-05,-3.31432e-05)
(0,0)
(-2.13795e-05,9.98765e-05)
(0,0)
(5.2082e-05,5.57911e-05)
(0,0)
(7.35854e-05,-1.48732e-05)
(0,0)
(8.13631e-06,-7.31665e-05)
(0,0)
(7.66053e-05,5.50462e-05)
(0,0)
(6.47454e-05,1.39052e-05)
(0,0)
(-0.000107531,0.000110044)
(0,0)
(9.8014e-05,-0.000127709)
(0,0)
(-0.0001153,8.62705e-07)
(0,0)
(-0.000131653,-4.55078e-05)
(0,0)
(5.98207e-05,0.000122751)
(0,0)
(1.33987e-05,5.53071e-05)
(0,0)
(-1.3974e-05,-3.42553e-05)
(0,0)
(8.92156e-05,6.59284e-05)
(0,0)
(8.94848e-05,8.52553e-05)
(0,0)
(0.000148964,9.2206e-07)
(0,0)
(1.31494e-05,-3.2756e-05)
(0,0)
(-5.09483e-05,-0.000102383)
(0,0)
(512,1.27137e-05)
(0,0)
(-0.000139813,-4.29992e-05)
(0,0)
(0.00017594,7.86343e-06)
(0,0)
(-0.000114003,-5.01025e-05)
(0,0)
(-0.000137353,0.000123412)
(0,0)
(-9.01779e-06,0.000131823)
(0,0)
(-7.73473e-05,-9.54452e-05)
(0,0)
(1.57107e-05,-0.000101264)
(0,0)
(0.000112437,-9.98317e-05)
(0,0)
(0.000178656,-5.42321e-05)
(0,0)
(0.000151584,5.12097e-05)
(0,0)
(-0.000109533,0.000112365)
(0,0)
(-5.11081e-05,-1.29114e-05)
(0,0)
(-0.000185524,0.000202525)
(0,0)
(2.59821e-05,1.56652e-05)
(0,0)
(2.3704e-05,0.00015923)
(0,0)
(0.00011364,-0.000133643)
(0,0)
(-6.24264e-05,5.75736e-05)
(0,0)
(0.000118211,-0.000100788)
(0,0)
(-9.67564e-05,0.000132781)
(0,0)
(6.30681e-05,1.03564e-05)
(0,0)
(-1.436e-05,5.04384e-05)
(0,0)
(9.21116e-05,6.25494e-06)
(0,0)
(5.26246e-05,-0.000121045)
(0,0)
(0.00015452,-2.84225e-06)
(0,0)
(-7.13821e-07,-5.59658e-06)
(0,0)
(-1.2452e-05,-0.000124912)
(0,0)
(-4.23952e-05,-6.54711e-05)
(0,0)
(3.08653e-06,-7.10315e-05)
(0,0)
(2.89518e-05,-3.6684e-05)
(0,0)
(-0.000131614,3.40965e-05)
(0,0)
(2.85248e-05,-4.61181e-05)
(0,0)
(0.000109186,4.03324e-05)
(0,0)
(1.00632e-05,0.000203596)
(0,0)
(-3.87298e-05,-3.91592e-06)
(0,0)
(4.05694e-05,-9.18294e-05)
(0,0)
(-0.000127669,-8.89973e-05)
(0,0)
(9.34933e-06,-0.00015564)
(0,0)
(-0.000104685,9.73892e-06)
(0,0)
(-7.3067e-05,0.000154163)
(0,0)
(-8.8194e-05,-0.000115943)
(0,0)
(7.92312e-05,-3.13218e-05)
(0,0)
(0.000156782,0.00018623)
(0,0)
(0.000115111,-0.00013516)
(0,0)
(5.18975e-06,6.29965e-05)
(0,0)
(0.000109881,-4.28865e-05)
(0,0)
(4.60754e-06,2.00075e-05)
(0,0)
(-0.000163603,5.81483e-05)
(0,0)
(4.73377e-05,-7.6807e-05)
(0,0)
(-0.000104882,-6.84322e-05)
(0,0)
(7.53694e-05,0.000177464)
(0,0)
(-2.16949e-05,3.21323e-05)
(0,0)
(-0.000121317,-5.05742e-05)
(0,0)
(-0.000101957,0.000110581)
(0,0)
(-0.000118598,-1.51369e-05)
(0,0)
(-9.64273e-05,0.000117403)
(0,0)
(-0.000131415,9.41905e-06)
(0,0)
(5.7326e-05,0.000128936)
(0,0)
(0.000123162,4.29129e-05)
(0,0)
(-1.8023e-05,-0.000150093)
(0,0)
(-0.000119272,-7.56065e-05)
(0,0)
(4.53649e-05,-4.85046e-05)
(0,0)
(8.496e-05,1.94441e-05)
(0,0)
(0.000131193,9.4094e-06)
(0,0)
(4.2766e-05,0.000114349)
(0,0)
(-9.39581e-05,1.3546e-05)
(0,0)
(-8.55486e-05,2.57841e-05)
(0,0)
(-1.77305e-05,2.73974e-05)
(0,0)
(-0.000179002,-1.03479e-05)
(0,0)
(-9.76391e-05,3.50576e-06)
(0,0)
(-3.85238e-05,-9.13905e-05)
(0,0)
(-6.26751e-05,-8.18971e-05)
(0,0)
(7.26101e-06,1.54984e-05)
(0,0)
(5.89901e-05,-2.07746e-05)
(0,0)
(-2.2157e-05,-0.000149147)
(0,0)
(-1.11378e-05,0.000126404)
(0,0)
(0.000127659,-7.17934e-05)
(0,0)
(0.000127919,7.29727e-06)
(0,0)
(-5.16907e-06,-0.000166506)
(0,0)
(0.000156589,5.19077e-05)
(0,0)
(7.35767e-05,0.000104856)
(0,0)
(-0.0001,0)
(0,0)
(7.35764e-05,-0.000104856)
(0,0)
(0.000156589,-5.19073e-05)
(0,0)
(-5.16904e-06,0.000166506)
(0,0)
(0.000127917,-7.29847e-06)
(0,0)
(0.000127659,7.17935e-05)
(0,0)
(-1.11378e-05,-0.000126404)
(0,0)
(-2.21569e-05,0.000149147)
(0,0)
(5.89901e-05,2.07746e-05)
(0,0)
(7.26087e-06,-1.54983e-05)
(0,0)
(-6.26751e-05,8.18973e-05)
(0,0)
(-3.85238e-05,9.13905e-05)
(0,0)
(-9.76388e-05,-3.50611e-06)
(0,0)
(-0.000179002,1.03479e-05)
(0,0)
(-1.7731e-05,-2.7396e-05)
(0,0)
(-8.55481e-05,-2.57838e-05)
(0,0)
(-9.39581e-05,-1.3546e-05)
(0,0)
(4.27645e-05,-0.000114348)
(0,0)
(0.000131194,-9.40866e-06)
(0,0)
(8.496e-05,-1.94441e-05)
(0,0)
(4.53646e-05,4.85042e-05)
(0,0)
(-0.000119272,7.56066e-05)
(0,0)
(-1.80231e-05,0.000150093)
(0,0)
(0.000123162,-4.29128e-05)
(0,0)
(5.7326e-05,-0.000128936)
(0,0)
(-0.000131415,-9.41895e-06)
(0,0)
(-9.64273e-05,-0.000117402)
(0,0)
(-0.000118598,1.51369e-05)
(0,0)
(-0.000101956,-0.000110581)
(0,0)
(-0.000121317,5.05742e-05)
(0,0)
(-2.1695e-05,-3.21319e-05)
(0,0)
(7.53696e-05,-0.000177463)
(0,0)
(-0.000104882,6.84322e-05)
(0,0)
(4.73371e-05,7.68072e-05)
(0,0)
(-0.000163603,-5.81479e-05)
(0,0)
(4.60752e-06,-2.00075e-05)
(0,0)
(0.00010988,4.28856e-05)
(0,0)
(5.18963e-06,-6.29965e-05)
(0,0)
(0.000115111,0.00013516)
(0,0)
(0.000156782,-0.00018623)
(0,0)
(7.92312e-05,3.13218e-05)
(0,0)
(-8.81943e-05,0.000115944)
(0,0)
(-7.30671e-05,-0.000154163)
(0,0)
(-0.000104685,-9.73886e-06)
(0,0)
(9.34966e-06,0.00015564)
(0,0)
(-0.000127669,8.89974e-05)
(0,0)
(4.05689e-05,9.18301e-05)
(0,0)
(-3.87286e-05,3.91724e-06)
(0,0)
(1.00632e-05,-0.000203596)
(0,0)
(0.000109184,-4.03321e-05)
(0,0)
(2.85247e-05,4.61234e-05)
(0,0)
(-0.000131614,-3.40964e-05)
(0,0)
(2.89515e-05,3.66834e-05)
(0,0)
(3.08631e-06,7.10316e-05)
(0,0)
(-4.23953e-05,6.54714e-05)
(0,0)
(-1.2452e-05,0.000124912)
(0,0)
(-7.13821e-07,5.59658e-06)
(0,0)
(0.00015452,2.84235e-06)
(0,0)
(5.26245e-05,0.000121045)
(0,0)
(9.21114e-05,-6.25487e-06)
(0,0)
(-1.43498e-05,-5.04387e-05)
(0,0)
(6.30678e-05,-1.03563e-05)
(0,0)
(-9.67567e-05,-0.00013278)
(0,0)
(0.000118211,0.000100788)
(0,0)
(-6.24264e-05,-5.75736e-05)
(0,0)
(0.000113638,0.000133643)
(0,0)
(2.37039e-05,-0.000159229)
(0,0)
(2.59819e-05,-1.56651e-05)
(0,0)
(-0.000185529,-0.00020253)
(0,0)
(-5.11086e-05,1.29115e-05)
(0,0)
(-0.000109533,-0.000112365)
(0,0)
(0.000151583,-5.12096e-05)
(0,0)
(0.000178656,5.42321e-05)
(0,0)
(0.000112436,9.98318e-05)
(0,0)
(1.57106e-05,0.000101264)
(0,0)
(-7.73478e-05,9.54452e-05)
(0,0)
(-9.01746e-06,-0.000131823)
(0,0)
(-0.000137354,-0.000123412)
(0,0)
(-0.000114006,5.01052e-05)
(0,0)
(0.000175939,-7.86309e-06)
(0,0)
(-0.000139813,4.29992e-05)
(0,0)
(512,-1.27345e-05)
(0,0)
(-5.09485e-05,0.000102384)
(0,0)
(1.31511e-05,3.2756e-05)
(0,0)
(0.000148963,-9.22808e-07)
(0,0)
(8.94865e-05,-8.52552e-05)
(0,0)
(8.92154e-05,-6.59282e-05)
(0,0)
(-1.39734e-05,3.42554e-05)
(0,0)
(1.33987e-05,-5.53071e-05)
(0,0)
(5.98224e-05,-0.000122751)
(0,0)
(-0.000131653,4.5508e-05)
(0,0)
(-0.0001153,-8.62644e-07)
(0,0)
(9.8015e-05,0.000127709)
(0,0)
(-0.00010753,-0.000110044)
(0,0)
(6.4745e-05,-1.39048e-05)
(0,0)
(7.66056e-05,-5.5046e-05)
(0,0)
(8.13631e-06,7.31665e-05)
(0,0)
(7.3587e-05,1.48734e-05)
(0,0)
(5.20818e-05,-5.57906e-05)
(0,0)
(-2.13793e-05,-9.98765e-05)
(0,0)
(-6.16459e-05,3.31413e-05)
(0,0)
(0.000126601,-0.00020685)
(0,0)
(9.9225e-05,5.05154e-05)
(0,0)
(-8.88858e-05,-0.000137411)
(0,0)
(5.29584e-05,-7.45097e-05)
(0,0)
(-2.29416e-05,-5.07332e-05)
(0,0)
(0.000208935,2.71003e-05)
(0,0)
(1.3929e-05,-2.90258e-05)
(0,0)
(-6.59581e-05,-0.000192325)
(0,0)
(1.33598e-06,4.38709e-05)
(0,0)
(-1.34133e-05,-1.87735e-05)
(0,0)
(4.92627e-05,5.85219e-05)
(0,0)
(-0.000193164,-6.64921e-05)
(0,0)
(0.00014598,-1.40805e-05)
(0,0)
(-7.73729e-05,3.30304e-06)
(0,0)
(0.000136192,1.59948e-05)
(0,0)
(5.52997e-05,-9.65463e-05)
(0,0)
(-7.30832e-05,0.000152096)
(0,0)
(7.14286e-05,-5.39212e-05)
(0,0)
(4.58567e-05,0.000153796)
(0,0)
(0.000111667,-2.45049e-05)
(0,0)
(4.02636e-05,8.45723e-05)
(0,0)
(3.57229e-05,3.55121e-05)
(0,0)
(6.12232e-05,-7.64199e-05)
(0,0)
(-9.92898e-05,0.000100488)
(0,0)
(7.56918e-06,3.65579e-05)
(0,0)
(5.69323e-06,-0.0001111)
(0,0)
(-4.54232e-05,9.90642e-05)
(0,0)
(-8e-05,-2e-05)
(0,0)
(9.41786e-06,3.38298e-05)
(0,0)
(-9.92651e-05,9.64546e-05)
(0,0)
(-0.000180787,2.37189e-05)
(0,0)
(0.000195939,-0.000253347)
(0,0)
(-5.06914e-05,-8.85305e-06)
(0,0)
(-7.52141e-05,-8.53165e-05)
(0,0)
(-0.000129823,0.000201757)
(0,0)
(9.45493e-05,6.99352e-05)
(0,0)
(5.18474e-05,-4.85834e-05)
(0,0)
(0.000114328,-7.15499e-05)
(0,0)
(-1.93501e-06,-9.52565e-05)
(0,0)
(-0.000115857,-2.46924e-05)
(0,0)
(-8.99879e-05,0.000141816)
(0,0)
(4.79385e-05,0.000136735)
(0,0)
(-1.62364e-05,-0.000115908)
(0,0)
(0.000150119,6.88152e-05)
(0,0)
(0.000170547,0.00014897)
(0,0)
(4.04098e-06,0.000227141)
(0,0)
(-8.07272e-05,-2.47261e-05)
(0,0)
(-6.13413e-05,8.92468e-06)
(0,0)
(5.82297e-05,5.31186e-05)
(0,0)
(-0.000117465,-9.61505e-05)
(0,0)
(-0.000143662,-4.40772e-05)
(0,0)
(-4.04061e-05,-5.17401e-05)
(0,0)
(-5.56983e-05,-2.28933e-05)
(0,0)
(-4.41438e-05,-5.93736e-05)
(0,0)
(-0.000150475,-2.99019e-05)
(0,0)
(-0.000117665,5.22625e-05)
(0,0)
(-0.000132986,-1.66998e-05)
(0,0)
(-0.000102173,-3.49633e-06)
(0,0)
(-4.11701e-05,8.77119e-05)
(0,0)
(-1.9852e-05,6.83137e-05)
(0,0)
(-6.26832e-05,-0.000142959)
(0,0)
(-1.01587e-06,-6.98025e-05)
(0,0)
(-8.83337e-05,-2.41162e-05)
(0,0)
(4.17177e-05,-7.79933e-06)
(0,0)
(-3.82947e-05,5.67257e-05)
(0,0)
(-5.77209e-05,1.76028e-05)
(0,0)
(-0.000117188,3.45645e-05)
(0,0)
(-2.39636e-05,8.19299e-05)
(0,0)
(3.72087e-06,-3.29082e-05)
(0,0)
(9.0135e-05,-9.65035e-05)
(0,0)
(1.97231e-05,3.66474e-05)
(0,0)
(-7.15679e-05,0.000115542)
(0,0)
(-7.3749e-05,-1.0177e-05)
(0,0)
(3.6717e-06,-2.42686e-07)
(0,0)
(3.64309e-05,-2.20539e-05)
(0,0)
(7.51207e-05,-4.00456e-05)
(0,0)
(-0.000165336,-0.000269119)
(0,0)
(-4.22139e-05,-1.75073e-05)
(0,0)
(3.23915e-05,4.09962e-05)
(0,0)
(8.72317e-05,-6.70334e-05)
(0,0)
(-5.26558e-05,-1.92931e-05)
(0,0)
(2.47663e-05,4.67795e-05)
(0,0)
(-4.15689e-06,-0.000204248)
(0,0)
(1.17669e-05,-3.64686e-05)
(0,0)
(1.96002e-05,0.000171424)
(0,0)
(6.02458e-05,0.00014258)
(0,0)
(-4.31176e-05,2.36814e-05)
(0,0)
(6.97669e-05,-9.82582e-05)
(0,0)
(0.000110086,1.53281e-06)
(0,0)
(-0.000143033,9.07889e-05)
(0,0)
(8.14642e-05,-5.20095e-05)
(0,0)
(2.24264e-05,0.000142426)
(0,0)
(6.30564e-05,-8.01316e-06)
(0,0)
(6.331e-05,-5.64021e-05)
(0,0)
(-4.90324e-05,1.26134e-05)
(0,0)
(-0.000148478,2048)
(0,0)
(-3.58361e-05,1.44461e-05)
(0,0)
(-0.000173937,-2.98419e-05)
(0,0)
(-6.12207e-06,-6.70765e-06)
(0,0)
(0.000131385,0.00017476)
(0,0)
(5.42277e-05,-0.000111162)
(0,0)
(0.00015199,-9.75307e-05)
(0,0)
(9.04666e-05,-2.27894e-05)
(0,0)
(-0.00011188,-3.566e-05)
(0,0)
(2.55773e-05,4.1052e-05)
(0,0)
(1024,-0.000105852)
(0,0)
(-7.16039e-05,-3.96614e-05)
(0,0)
(-0.00010537,-4.6641e-05)
(0,0)
(-0.000128037,8.80434e-05)
(0,0)
(-3.26833e-05,-6.8111e-05)
(0,0)
(5.7355e-05,5.69242e-05)
(0,0)
(4.50736e-05,9.01629e-05)
(0,0)
(-1.75539e-05,-9.23057e-05)
(0,0)
(0.000168062,0.000244554)
(0,0)
(-5.09265e-05,-6.24011e-05)
(0,0)
(-8.53055e-06,-3.93977e-05)
(0,0)
(-2.01865e-05,-0.000111638)
(0,0)
(9.01276e-05,8.53016e-05)
(0,0)
(0.000227755,0.000110458)
(0,0)
(-5.56988e-06,4.34795e-05)
(0,0)
(3.98572e-05,1.05996e-05)
(0,0)
(1.91865e-05,-7.94946e-05)
(0,0)
(1.73069e-05,0.000201597)
(0,0)
(3.6598e-05,-9.64206e-05)
(0,0)
(-0.000151487,3.26542e-05)
(0,0)
(8.8092e-05,-7.07799e-05)
(0,0)
(7.29726e-05,-8.07991e-05)
(0,0)
(-2.40017e-05,-0.000114526)
(0,0)
(2.76738e-05,0.000206448)
(0,0)
(-8.41992e-05,6.62502e-05)
(0,0)
(0.000156879,6.88207e-05)
(0,0)
(7.68489e-05,-0.00010726)
(0,0)
(-2.74143e-05,5.67232e-06)
(0,0)
(7.11513e-05,-0.000111787)
(0,0)
(9.71002e-08,7.69633e-05)
(0,0)
(9.79381e-05,-9.58871e-05)
(0,0)
(1.75536e-05,-9.2864e-05)
(0,0)
(1.07802e-05,-5.80184e-05)
(0,0)
(0.00014738,-7.15528e-05)
(0,0)
(-2.29971e-05,-0.000118239)
(0,0)
(0.000121733,-6.79208e-06)
(0,0)
(5.19503e-05,2.94053e-05)
(0,0)
(1.03991e-05,3.12269e-05)
(0,0)
(1.50911e-05,8.42041e-05)
(0,0)
(-2.75139e-05,-1.13631e-05)
(0,0)
(3.28422e-05,-2.08861e-05)
(0,0)
(0.000105526,3.23913e-06)
(0,0)
(-0.000153163,-5.80583e-05)
(0,0)
(1.02325e-05,8.05935e-05)
(0,0)
(-9.41374e-06,0.000253712)
(0,0)
(-8.49382e-05,4.77885e-05)
(0,0)
(0.000115283,-0.000139592)
(0,0)
(-8.40541e-05,2.09211e-07)
(0,0)
(-7.66256e-05,0.000101433)
(0,0)
(-6.84812e-06,-0.000168662)
(0,0)
